TITLE,TIME,CATEGORY,DESCRIPTION,CONTENT,KEYWORDS,FROM,LINK
柯文哲首度公開表態 「2024沒有意外就會選」,2019/12/11 13:33,要聞,台北市長柯文哲成立台灣民眾黨，除了準備積極搶攻國會席次外，也被外界視為劍指2024，儘管柯文哲始終未鬆口，不過柯文哲的心...,"台北市長柯文哲今中午接受台灣藝術台「新聞噹噹噹」專訪時首度表態「2024沒有意外的話會選」。圖／擷取自台灣藝術台「新聞噹噹噹」 分享   facebook      
 
台北市長柯文哲成立台灣民眾黨，除了準備積極搶攻國會席次外，也被外界視為劍指2024，儘管柯文哲始終未鬆口，不過柯文哲的心腹蔡壁如已多次對外表示，柯文哲2024會選。柯文哲今中午接受台灣藝術台「新聞噹噹噹」專訪時首度表態「2024沒有意外的話會選」。 
 
柯文哲表示，卸任後反而可以專心去選舉，現在去選(指2024)一定會分心。 
 
至於什麼叫做「意外」？柯文哲說，人的身體狀況要好啊，沒有意外的話，就是往要選舉的方向做準備，自己幹了17年台大加護病房主任，謀事在人成事在天，我們就是朝要選舉的方向前進，慢慢準備。 
 
 
 
至於民眾黨今年立委席次多寡，是否會影響2024參選的因素？柯文哲說，你要是立法院只有2席，那要從2022卸任後，稱道2024，自己算過，還有13個月要撐，那就很拚了，但要是有8席立委，能量就比較高了，所以不管怎麼樣，就往那個目標前進，只是困難度高低，但做還是要做。 
 
對於2024，腦袋裡面有沒有想過到時候國民黨的對手可能是新北市長侯友宜？柯文哲直言，有可能，因為如果這次國民黨全滅的話，最強的就是侯友宜，但不要想這麼多，如果侯友宜幹得比我們好，給侯幹，也不是壞事。 
 
不過鴻海集團創辦人郭台銘也有可能選2024，屆時是否會成為最大勁敵？柯文哲說，「兄弟登山各自努力」，自己現在心態都改變了，即便是對手，也要讓他能夠提升，因為合起來就是國家利益，慢慢不要想個人利益 
 
柯文哲也透露，自己曾經和侯友宜說過，一定要去美國各種大城市繞一圈，不過侯卻說「我又沒有要選總統」，自己則是回說，不是不是，不是這樣子講，任何人一個人做好準備，就是為國家準備，你怎麼會知道哪天沒用到。 
 
柯文哲強調，1年前的現在，國民黨總統候選人韓國瑜有多紅，蔡英文總統奄奄一息，所以4年後的事，3年後再問他。","2020選舉,柯文哲,台灣民眾黨",聯合新聞網,https://udn.com/news/story/12702/4219642
台指期 短線高檔震盪,2019/12/11 22:54,股市,"股期雙市昨（11）日震盪收紅，指數齊步力守攻克11,700點關卡。分析師表示，現階段期現貨轉為正價差，外資淨多單增加6,091口至4.9萬口，展望盤勢，近期美中貿易戰訊息紛雜，期指可能偏向高檔震盪，操作時仍需留意下檔風險。","股期雙市昨（11）日震盪收紅，指數齊步力守攻克11,700點關卡。分析師表示，現階段期現貨轉為正價差，外資淨多單增加6,091口至4.9萬口，展望盤勢，近期美中貿易戰訊息紛雜，期指可能偏向高檔震盪，操作時仍需留意下檔風險。 
現貨與期貨行情走勢方面，《華爾街日報》引述消息人士報導，美中貿易談判代表正在為推遲下一輪新關稅做準備，美國農業部長亦表示川普並不想對中國加徵新關稅，貿易利多消息激勵美股周二早盤走揚。但白宮經濟顧問庫德洛證實，關稅仍在談判桌上，還沒有最終決定。美股三大指數周二在多空消息交錯下震盪收黑，費半指數微幅收紅。 
台股昨天則是開高走高，收在最高點10,700點，創台股29年九個月來新高。觀察權值股昨日表現，台積電（2330）受惠7奈米需求超乎預期，11營收再寫歷史新高，推升股價再攻新高，尾盤爆出近萬張大量，終場收在最高319元，再寫歷史新高，而鴻海、大立光同樣力守盤上。 
期貨表現上，台指期昨天早盤一度回測11,600點；不過之後買盤逐步湧入蘋概權值台積電、鴻海，及金融雙雄國泰金、富邦金等，期指震盪走高，終場上漲82點收11,706點作收，成交口數為9.2萬口。價差方面，台指期轉為正價差5.23點，電子期轉為逆價差0.13點，金融期逆價差擴至0.52點。 
永豐期貨表示，就籌碼面分析，現貨部分，三大法人買超48億元；在台指期淨部位方面，三大法人淨多單增加6,272口至30,061口，其中，外資多單加碼且空單減碼，淨多單增加6,091口至49,361口。 
至於十大交易人中的特定法人，全月的台指期淨多單，則是增加60口至22,981口。 
永豐期貨指出，本周市場仍在觀望美國聯準會會議結果，以及15日是否再新課關稅，加上愈來愈接近明年1月的總統大選，盤面觀望氣氛濃厚，短期或將持續整理。","台指期,期貨,關稅",聯合新聞網,https://udn.com/news/story/7255/4220676
韓營擴大造勢拚選票回流 定調決戰高雄,2019/12/11 18:12,要聞,選戰倒數30天，國民黨總統參選人韓國瑜陣營評估，雲林以北、花東、離島穩定小幅領先，南台灣則較為落後，「高雄贏、韓國瑜就贏...,"選戰倒數30天，國民黨總統參選人韓國瑜陣營評估，雲林以北、花東、離島穩定小幅領先，南台灣則較為落後，「高雄贏、韓國瑜就贏」，接下來將持續提高熱度，也將舉行大型造勢催出動能，展現「真民調」。 
根據媒體民調，韓國瑜支持度持續落後總統蔡英文，不過，韓國瑜日前喊出民調不可信，更要支持者接到民調電話一律回答支持蔡總統，讓選情更加撲朔迷離。 
韓陣營評估，雲林以北、花東、離島都是傳統國民黨贏面大的區域，韓國瑜目前皆小幅領先，但台南、高雄、屏東則是綠營大本營，韓國瑜雖為高雄市長，但確實因遭質疑「落跑市長」的政治效應影響，在高高屏地區處於落後狀態，若高屏、台南打平或小輸，韓國瑜就會贏。 
黨內人士則認為，國民黨在九合一選戰拿下15縣市執政權，執政縣市的選情應會穩住，像是新北大票倉，新北市長侯友宜也已經和韓國瑜合體；中彰投屬於搖擺區，但國民黨掌執政權仍有優勢，像在中火議題上，中部首長串連反對，類似的區域治理政見應可成功固票。 
在南部落後區域，黨內人士認為，最後期間應強打高鐵南延等民生議題，在高雄方面更要強化未來若韓國瑜當上總統一定會加倍回饋高雄的論述，減緩政治衝擊，21日在高雄舉行的挺韓大遊行將是重要指標。 
韓陣營接下來將會舉辦幾場大型的造勢活動，以造勢催出動能，規劃29日將在台中舉行大型造勢，號召50萬人；至於選前黃金週1月4日、5日，韓國瑜陣營將回防北部，初步選定新北二重疏洪道舉行造勢，而選前之夜則擬將在台北、台中、高雄三地舉辦。 
在族群方面，因受年金改革影響，黨內人士認為，軍公教的票勢必回流，韓國瑜在桃竹苗的選情最穩，也跟傳統上較支持藍營的客家族群有關，只是桃園由民進黨籍鄭文燦擔任市長，開票能否開得漂亮值得觀察。 
韓陣營人士坦言，年輕族群的確是蔡總統的優勢，與前一段時間香港反送中事件有很大的關係，不過這一陣子網軍議題發酵，也許年輕人對於民進黨的觀感將受到衝擊，可望削弱年輕族群對民進黨的支持；韓陣營也將透過持續對話，持續爭取年輕人的支持。 
黨內人士坦言，國民黨先有鴻海創辦人郭台銘一度可能獨立參選總統，影響團結，後有不分區立委名單重傷選情，整個藍軍至今尚未完全回流，最後一個月能否激起危機意識，展現藍軍大團結，以及能否成功把親民黨總統參選人宋楚瑜邊緣化，將成勝敗關鍵。","2020選舉,國民黨,韓國瑜,蔡英文",聯合新聞網,https://udn.com/news/story/12702/4220357
郭粉挺宋楚瑜 柯文哲：不是敵人就是朋友,2019/12/11 11:54,要聞,鴻海集團創辦人郭台銘的老虎軍團表態支持宋楚瑜選總統，台北市長柯文哲的幕僚蔡壁如在媒體專訪時表示柯文哲2024年應該會選總...,"鴻海集團創辦人郭台銘的老虎軍團表態支持宋楚瑜選總統，台北市長柯文哲的幕僚蔡壁如在媒體專訪時表示柯文哲2024年應該會選總統。柯文哲上午對此三緘其口，認為不必現在煩惱。 
 
柯文哲上午出席田園城市建置成果競賽頒獎典禮暨成果發表會，仔細參觀每個攤位，或試吃、或合影，展現市長親民的一面，被媒體問到此次總統大選民眾黨是否有支持對象，柯文哲依然避答。 
 
媒體續問，若這次民眾黨超過5%政黨票門檻，將影響郭台銘參選2024大選？柯文哲表示，郭台銘要選，最大問題是國民黨那邊怎整合，柯進一步說，若說「郭柯合」玩完了是典型的興風作浪，他的原則是政治上不是敵人就是朋友，而非不是朋友就是敵人。 
 
他現在努力做好工作，爭取多一些朋友支持，能說真話，以後的事不必現在煩惱，就像民進黨一年前愁雲慘霧，現在卻一副穩操勝算的樣子。台北市長柯文哲上午回應時事。記者潘俊宏／攝影 分享   facebook     台北市長柯文哲上午回應時事。記者潘俊宏／攝影 分享   facebook","柯文哲,郭台銘,民眾黨,2020選舉,宋楚瑜",聯合新聞網,https://udn.com/news/story/6656/4219338
【即時短評】柯文哲預告選2024 卻透露民眾黨一個秘密,2019/12/11 22:15,評論,2020總統大選，小黨慘遭邊緣化，連民進黨副總統候選人賴清德都公開呼籲「大義滅親」，要支持者集中選票挺大黨。台灣民眾黨主...,"台北市長柯文哲今天首度證實，沒有意外的話，他會選2024年總統。記者潘俊宏／攝影 分享   facebook     2020總統大選，小黨慘遭邊緣化，連民進黨副總統候選人賴清德都公開呼籲「大義滅親」，要支持者集中選票挺大黨。台灣民眾黨主席柯文哲下猛藥，提前預告「要選2024年總統」，彷彿要為民眾黨裝上「政治葉克膜」，全力救選情。 
 
大選倒數，民眾黨小雞岌岌可危，目前保守評估，民眾黨區域立委可能掛零，不分區立委可能僅3至4席，不如原本樂觀。柯文哲今天親口證實，要選2024年總統，形同用「未來母雞」拉抬現在的小雞、要用「亡柯感」衝選票。柯文哲的政治算盤看似打得精，卻也間接證實民眾黨選情告急的秘密。 
 
白綠分手後的柯文哲，積極擴張政治勢力。柯先拋出可能參選2020總統的風向球，再和鴻海創辦人郭台銘合作，最後郭不選，在親民黨、民眾黨「雙押寶」，郭柯聯盟瀕臨分手，讓原本想依靠郭董的民眾黨格外尷尬。柯文哲昨更直言，確實擔心支持者會混淆，究竟要投給親民黨或民眾黨？ 
 
為了爭取曝光度，柯文哲左右開弓、批藍也打綠，特別是砲轟民進黨新潮流是「國家禍害」、蔡英文總統「身邊多貪汙」，搶到不少新聞版面。不過，「垃圾不分藍綠」的招式用老，柯文哲聲量不見起色還掉粉。 
 
柯文哲首要目標是明年的國會席次，但他遙望4年後總統大位的野心，卻讓政壇假想敵提前浮現，不僅賴清德、郭台銘磨刀霍霍，柯昨也點名新北市長侯友宜是國民黨最強諸侯。2020前途未卜，2024已先樹敵，柯文哲這一帖處方，既是猛藥、可能也是毒藥。 
domready(function() {if ( !countDownStatus ) getCountdown();if ( !highChartsStatus ) getHighcharts();});domready(function() {var channelId = 2;var actArea = ""poll_at_story_0_v750"";var actCode = ""v750"";var actTemplate = ""bar2"";var elemDiv = document.createElement('div');elemDiv.id = actArea;elemDiv.className ='vote_body area';var scr = document.getElementById(actArea+'_script');scr.parentNode.insertBefore(elemDiv, scr);$.getScript('/funcap/actIndex.jsp?actCode=' + actCode + '&channelId=' + channelId , function() {actTemplate = eval('objAct_' + actCode + '.d1.actTemplate');$.ajaxSetup({ cache: true });$.getScript('/func/js/' + actTemplate + '_min.js?2019121002', function() {$.ajaxSetup({ cache: false });piepkg();loadTemplateJs(actTemplate);eval(actTemplate + 'view(""' + '#' + actArea + '"");')})});}); 
【相關閱讀】‧ 選戰聲量大對決！總統候選人「最新當選率」在這‧ 立委參選「她」網路聲量衝第一 擠下蔣萬安吳怡農雙帥‧ 今天又要去哪兒？直播即時掌握候選人動態！","2020選舉,民進黨,賴清德,台灣民眾黨,柯文哲",聯合新聞網,https://udn.com/news/story/11091/4220871
宋楚瑜結合郭家軍吸票 郭台銘動向關鍵,2019/12/11 18:11,要聞,選戰進入倒數30天，談起親民黨總統參選人宋楚瑜接下來選戰策略，親民黨組織部主任張碩文說，接下來會與郭家軍合體，成立「瑜湘...,"選戰進入倒數30天，談起親民黨總統參選人宋楚瑜接下來選戰策略，親民黨組織部主任張碩文說，接下來會與郭家軍合體，成立「瑜湘果動」後援會，同時分配所有不分區提名人工作，整合各式力量，全力拉抬選情。 
宋楚瑜再度出馬角逐總統大位，以「藍綠放兩邊，人民擺中間」為訴求，在藍綠夾擊的狀況下，如何在最後的關鍵期間拉抬選情，牽動總統大選選票流向。 
鴻海創辦人郭台銘幕僚劉宥彤、蔡沁瑜以及和郭台銘友好的聯華電子榮譽副董事長宣明智都納入親民黨不分區名單，宋楚瑜全國競選總部10日開張，過去長期支持鴻海集團創辦人郭台銘的「老虎軍團」成員也身著制服到場相挺。 
由於郭台銘雖在立委選舉上與親民黨合作，但尚未表態是否幫宋楚瑜站台，宋楚瑜若是在最後階段能與郭台銘合體造勢，對選情的提升將會有不少幫助。 
對此，郭台銘幕僚、親民黨不分區立委參選人蔡沁瑜表示，幕僚們也會給予建議，最終就看郭台銘的決定。 
對於接下來的選戰策略，張碩文在接受中央社訪問時指出，目前的選戰策略仍是按照步驟在進行，各縣市的選戰策略，重點放在與郭家軍合體，成立「瑜湘果動」後援會，全力拉抬選情。 
張碩文分析，國民黨總統參選人近日發生了些狀況，讓支持者內心產生動搖，部分選票開始流向橘營；但他也坦言，親民黨目前不足的地方有很多，包括各縣市有影響力的人士，不敢站親民黨的台，或是親民黨到地方拜訪，對方都希望能夠以私下拜訪的方式進行，盼在選前能夠讓這些人浮出檯面。 
張碩文說，現在親民黨21位不分區立委參選人，也分配了工作，不管是弱勢團體、科技業，大家整合的都非常不錯，未來一定會讓大眾知道整合的結果。 
張碩文舉例，像是苗栗、澎湖、新竹等地，已經有「不能說的秘密」正在運作中，因為要保護支持者，目前沒辦法對外說明，在越接近選舉的時刻，狀態會越來越明朗。 
談到宋楚瑜這次選戰的關鍵，張碩文說，宋楚瑜能否當選，取決於所有選民的判斷，其實所有的媒體，對於小黨是不利的，因此現在動要所有新興網路，以及郭台銘團隊的基層實力，去推廣宋楚瑜；而這次的選戰主軸，就是透過宋楚瑜的參選，集結第三勢力，以及討厭藍綠的群眾，來去打這場仗。","2020選舉,親民黨,宋楚瑜,張碩文,郭台銘",聯合新聞網,https://udn.com/news/story/12702/4220375
柯文哲：基隆若要最大發展 併入北市最有效,2019/12/11 21:32,地方,台北市長柯文哲今天在基隆演講表示，基隆若要最大發展就是併入台北市，國土規劃可以發揮最大效果。他也提到，國土規劃要重做，像...,"台北市長柯文哲。圖／聯合報系資料照 分享   facebook      
台北市長柯文哲今天在基隆演講表示，基隆若要最大發展就是併入台北市，國土規劃可以發揮最大效果。他也提到，國土規劃要重做，像雙北包在一起卻都是直轄市，「就是荒謬」。 
台灣民眾黨主席柯文哲與民眾黨不分區提名人、前台北市政府副發言人黃?瑩晚上前往基隆市參加「青年國際化暨城市發展論壇」，柯文哲演講時表示，基隆要最大發展就是併入台北市，就國土規劃來講，可以發揮最大效果。 
柯文哲指出，台北市和新北市都是院轄市（直轄市），從國土規劃上，只有一個評語「荒謬」。他質疑，怎麼會新北市包住台北市，但兩縣市都是院轄市（直轄市），「就是很荒謬」，他也坦言，國土規劃要重做。 
對於是否參選2024年總統選舉，柯文哲稍早出席論壇前表示，2020年都還沒選。至於鴻海創辦人郭台銘若要參選2024年總統，柯文哲是否會退出，他則回應，「要不要等2023年再來問」。 
柯文哲在今天播出的「新聞噹噹噹」節目中指出，若身體夠好、沒意外的話，會角逐2024年總統，並提到卸任台北市長後才能專心選，會朝準備方向前進，其他交給天決定。","柯文哲,基隆",聯合新聞網,https://udn.com/news/story/7323/4220733
榮創接單旺 營運發燙,2019/12/11 23:21,股市,鴻海集團旗下LED封裝廠榮創（3437）受惠於客戶搶在農曆年前拉貨，近期訂單大幅湧進，儘管榮創全力供貨，但因LED背光產能滿載，交貨期大幅延長，甚至從四周拉長一倍至八周以上，營運發燙。,"榮創董事長方榮熙（右） （本報系資料庫） 分享   facebook     鴻海集團旗下LED封裝廠榮創（3437）受惠於客戶搶在農曆年前拉貨，近期訂單大幅湧進，儘管榮創全力供貨，但因LED背光產能滿載，交貨期大幅延長，甚至從四周拉長一倍至八周以上，營運發燙。 
除了LED背光，榮創也切入當紅的Mini LED業務，是鴻海集團衝刺新世代顯示技術的「鐵三角」之一。 
隨著筆電、監視器需求增溫，榮創13吋至15.6吋筆電，以及19吋至28吋監視器LED背光產能衝上滿載，訂單能見度原本就能看到明年第1季，如今再傳出客戶端紛紛搶在農曆年前備貨，掀起一波年前拉貨潮，讓榮創生產線更加忙碌。 
經濟日報提供 分享   facebook     榮創筆電、監視器背光訂單滿手，但機台有限，導致交貨期拉長，部分規格甚至從四周拉長至超過八周，比原本要多等一倍的時間才能交貨。 
榮創上半年受背光需求疲弱及報價持續下跌影響，營運偏弱。隨著筆電、監視器需求升溫，下半年逐步擺脫低潮，第3季稅後純益570萬元，較第2季稅後淨損6,200萬元明顯改善，並終止連三季虧損，第3季每股純益0.04元，遠優於第2季的每股淨損0.42元。 
榮創10月營收表現佳，來到近13個月高點，11月營收也是九個月來單月次高，累計第4季前兩個月營收（10、11月）為8.2億元，已達成第3季總營收10.77億元的76%，法人估，在客戶拉貨動能強勁下，本季業績有望優於第3季。 
榮創近兩年積極轉型，退出照明業務，全力投入Mini LED、VCSEL等新技術研發，應用於8K 電視的Mini LED可望於明年第3季開始出貨，主打售後維修市場（AM）的Mini LED車用顯示器也將於下半年開始出貨，加上應用於穿戴裝置及手機VCSEL紅外線感測元件出貨放量，明年新產品營收比重可望達10%，營運添動能。","LED,營收,筆電",聯合新聞網,https://udn.com/news/story/7253/4220595
期貨商論壇／選擇權 操作賣權,2019/12/11 22:54,股市,"國際股市持續受到美中貿易協定的多空氛圍影響，美股仍然持續震盪中，美股方面的動態可說懸而未決，股市起伏則是隨波逐流般的起落，星期二歐股原本先跌，但在美股開盤之後，因有消息指出15日暫不課徵3,000億美元關稅，美股也因此受激勵而上漲。","國際股市持續受到美中貿易協定的多空氛圍影響，美股仍然持續震盪中，美股方面的動態可說懸而未決，股市起伏則是隨波逐流般的起落，星期二歐股原本先跌，但在美股開盤之後，因有消息指出15日暫不課徵3,000億美元關稅，美股也因此受激勵而上漲。 
目前關注焦點，主要會以今（12）日凌晨3時的美國聯準會（Fed）公布利率決策會議內容為主軸，目前市場雖然預期不會降息，但市場還是要關注Fed主席鮑爾的談話。 
現在的台指以主要的電子權值股來輪流帶頭衝，台積電（2330）、鴻海、大立光都在輪流帶頭上攻，昨日台積電更挾帶業績創新高的題材，刺激大盤的信心，投資可以多多留意各項題材。 
拉抬權值股的其實不只外資，台股目前在全世界股市也算是強勢的另一個原因，就是因為2020年1月總統大選的選舉因素，政府基金會為了維穩因素而護盤，相對安定。 
群益期貨分析師容逸燊表示，既然股市以高檔震盪，賣權的未平倉稍強於買權，建議選擇權以收權利金的方式，擺出賣權多頭價差，賣出11,600點的賣權，買進11,500點的賣權，漲的時候有機會坐收權利金，跌的時候也能避險。（群益期貨提供）","美股,台積電,權值股",聯合新聞網,https://udn.com/news/story/7255/4220680
台積電今年來市值增2.42兆元 穩坐台股市值王,2019/12/11 18:05,股市,"台股今(11)日收在11,700.77點，創下29年半年的新高點，台積電(2330)衝上319元的歷史天價，市值飆上8....","台積電。路透 分享   facebook      
台股今(11)日收在11,700.77點，創下29年半年的新高點，台積電(2330)衝上319元的歷史天價，市值飆上8.27兆元，擔綱領軍攻堅大任，統計今年來前十大市值公司也出現變化，台化跌出榜外，由聯發科取代，台積電今年來市值激增2.42兆元，穩居王座，鴻海則居第二。 
 
台股今日再創波段高點，統計台股集中市場市值達35.51億元，今年來市值前十大公司依序是台積電、鴻海、台塑化、中華電、聯發科、大立光、國泰金、台塑、南亞、富邦金，與去年底的排名對比已出現變化，台塑四寶中的台化掉到第十一名，去年底排名第十四名的聯發科，今年來擠到第五名。 
 
台積電今日收在319元，市值達8兆2,718億元，今年來市值增加2兆4,244億元，今年來股價漲幅41.46%，推升市值飆上歷史新高，同時也是台股上市櫃公司之冠。 
 
鴻海今日收在91.3元，市值達1兆2,656億元，居第二大市值公司，今年來股價上漲28.95%，今年來市值增加2,841.9億元；聯發科今日收429元，市值達6,819.8億元，統計今年來漲幅達86.93%，市值則是大增3,167.3億元；股王大立光收4,680元，市值達6,275.9億元，今年來漲幅45.57%，市值增加1,964.6億元。 
 
今年來前十大市值公司中，僅4家截至今日股價呈現上漲，其餘包括台塑化、中華電、國泰金、台塑、南亞、富邦金則是下跌，影響到市值也較去年底減少。 
 
台股持續往波段高點邁進，針對台股後市，台新台灣中小基金經理人吳繼先表示，中美貿易的風險相較於前段時間大幅下降，美國再度課稅的機率低，後續包含關稅取消、香港人權問題等，多是談判手段，年底適逢美國消費旺季，預計12月15日的最終消費品課稅也將暫緩，整體而言，美中貿易戰最差的狀況應已過去，對股市的影響性遞減。 
 
吳繼先說，就總經面分析，IMF預估2020年經濟成長趨緩，但仍處於成長；FED基於全球仍有不確定性，維持預防性降息策略，市場預估今年內將再有一次降息機會，且FED開啟購債，注入資金，資金豐沛是股市最好的催化劑，預期台股後市即使出現技術性修正，幅度也不大，反而可逢低找買點。 
 
選股方向上，吳繼先指出，2020年兩大主軸為，一是5G明年開跑，包含基地台、5G手機等相關供應鏈，預估都有不錯的表現，且自台積電法說上修資本支出後，也證實5G確實有優於預期的情況。 
 
另外，自美國封鎖華為以來，華為加速自主化，中國其他廠商也加速中國國產化進度，具有取代歐美領導廠之台灣廠商，將受惠此一波趨勢。另外，在其他次產業方面，看好全屏手機、電子標籤等具成長潛力之類股。 
市值前十大個股。記者楊伶雯／製表 分享   facebook","台積電,台股",聯合新聞網,https://udn.com/news/story/7251/4220368
