TITLE,TIME,CATEGORY,DESCRIPTION,CONTENT,KEYWORDS,FROM,LINK
鴻海攻工業互聯網 結盟研華,2019/3/6 14:34,產經,鴻海集團旗下Fii（工業富聯）強攻工業互聯網，日前才獲選成為世界經濟論壇（WEF）全球16家製造業燈塔工廠的一份子。為了加速推展工業互聯網業務，宣布與工業電腦大廠研華（2395）結盟，其開發的軟體平台wise paas，將導入工業富聯部分燈塔工廠計畫中。,"工業富聯（Fii）攻工業互聯網，宣布與工業電腦大廠研華合作，圖為研華董事長劉克振（左）、工業富聯副董事長李傑（右）。 圖／工業富聯提供 分享   facebook      
鴻海集團旗下Fii（工業富聯）強攻工業互聯網，日前才獲選成為世界經濟論壇（WEF）全球16家製造業燈塔工廠的一份子。為了加速推展工業互聯網業務，宣布與工業電腦大廠研華（2395）結盟，採用其開發的資料採集與監控系統（SCADA），打包為整體解決方案，共同拓展市場。 
  
工業富聯副董事長李傑昨（5）日以美國辛辛那提大學教授身份參與工具機大展高峰論壇，以「工業AI和工業互聯網未來趨勢分析」為主題演講，並當場宣佈在軟體方面與研華結盟。 
  
李傑強調，沒有人可以做全世界的東西，像研華擁有的SCADA系統，工業富聯沒有，那就跟他們合作。工業富聯的核心在於「霧小腦」，雖然公司也有類似的系統，但不能只提供客戶一種選擇。 
  
針對雙方結盟，研華董事長劉克振指出，工業4.0要普及一定要有容易使用，且價格便宜的軟體平台，這樣所有廠商才能在平台上方便發展，而不是從頭開始做。 
  
工業富聯工業雲平台為Fii Cloud，而研華則擁有自家打造的WISE-PaaS 平台，雙方此次合作為工業富聯採用研華部分軟體，如資料採集與監控系統（SCADA），將打包為整體解決方案對外服務。 
  
劉克振表示，研華多年打造的軟體平台WISE-PaaS ，部分軟體會進入到工業富聯的燈塔工廠計畫裡面，藉此結盟。而軟體透過OPEN API連結，不同廠商都能連在一起。他強調，工業4.0未來要普及，一定是平台與平台間、各廠商間透過OPEN API連結。 
  
目前，鴻海集團有超過6萬台的機器人，超過1600條的SMT線，逾5000種的測試設備，超過17萬台的模具加工設備。工業富聯在此基礎上打造「雲、移、物、大、智、網+機器人」的核心科技組合陣容，並透過“六流”建立起以數據驅動的應用平臺。 
  
李傑指出，工業富聯通過數據的收集、分析、建模來預測需求，針對痛點難點進行逐一突破，擺脫傳統製造的離散性；並且聯動Micro Cloud及Fog AI等尖端技術，以“六流”平臺的協同效應優化生產制程，實現無憂化生產。 
  
工業富聯日前成為達沃斯世界經濟論壇全球16家製造業燈塔工廠的一份子。WEF在去年9月宣布全球9家最先進的製造工廠，作為帶領全球製造業發展的燈塔計劃，而日前世界經濟論壇又再度提出7家新進入的廠商，鴻海集團也名列其中。 
  
工業富聯表示，作為工業4.0尖端技術創新變革實踐的表率，工業富聯工業互聯網打造智慧工廠的經驗有望向全球處於轉型期的製造業企業複製及推廣。","鴻海,研華,互聯網",聯合新聞網,https://udn.com/news/story/7240/3680621
台股反彈量縮 盤中權值股撐盤,2019/3/6 11:38,股市,市場靜待美中貿易協議消息，美股小跌作收，亞股漲跌互見，台股今天相對強勢，盤中短暫攻上5日線，權值股普遍小漲撐盤，分析師認...,"市場靜待美中貿易協議消息，美股小跌作收，亞股漲跌互見，台股今天相對強勢，盤中短暫攻上5日線，權值股普遍小漲撐盤，分析師認為，台股今天反彈量縮，整理態勢明顯。 
由於投資人正在美中貿易談判和美國經濟前景中尋找線索，華爾街股市今天似乎失去方向，以小跌作收。歐洲主要股市今天繼續不理會英國可能無協議脫歐的憂慮，收盤上揚。 
截至10時40分，台股加權指數來到10347.88點，上漲42.62點，成交值來到新台幣483.39億元。觀察各類股走勢普遍走揚，其中油電股特別強勢，盤中上漲1.23%；鋼鐵類股較弱勢，盤中跌逾0.56%。 
大立光2月合併營收25.32億元，月減24%，年增14%，略優於預期，3月營收估將優於2月，主因除了工作天數回復正常外，還有客戶新機種拉貨帶動。大立光今天股價小漲1.37%，至4430元。 
觀察其餘權值股走勢，台積電小漲，盤中股價上漲0.5元，漲幅0.21%，至233.5元。鴻海上漲0.3元，漲幅逾0.4%，至72.2元。 
玉晶光今天上漲約2.5元，漲幅0.77%，至327元，成交張數逾5000張，暫居台股個股成交值第一，聯發科上漲7元，漲幅逾2.5%，至280元。 
由於標識不當等多項違規，傳出中國海關當局已扣押1600輛特斯拉 Model 3，特斯拉股價下跌3.09%，股價創今年以來新低，但部分特斯拉概念股不跌反漲，如和大早盤漲0.4%，至120元、康普上漲逾1%，至101元、美琪瑪上漲0.6%，至77.1元。 
國泰證期顧問處協理簡伯儀表示，台股今天反彈量縮，5日均線無法有效站穩，整理態勢明顯，主因來自外資在3月明顯買盤不積極，資金行情有疑慮，建議短線停看聽。","台股,特斯拉",聯合新聞網,https://udn.com/news/story/7250/3680221
鴻海啟動AI人才招募計畫 邀年輕人挑戰逾百萬年薪,2019/3/6 11:08,產經,台大校園徵才企業博覽會即將在本周六（9日）登場，製造業龍頭鴻海（2317）發布英雄令，今年擴大展開「AI人才招募計劃」...,"鴻海發布英雄令，今年擴大展開「AI人才招募計劃」，主要徵才對象為推動「工業互聯網」所需的專業領域優秀人才，鼓勵年輕人踴躍加入，挑戰百萬以上年薪。歐新社 分享   facebook     台大校園徵才企業博覽會即將在本周六（9日）登場，製造業龍頭鴻海（2317）發布英雄令，今年擴大展開「AI人才招募計劃」，主要徵才對象為推動「工業互聯網」所需的專業領域優秀人才，新進工程背景大學畢業生起薪4萬元以上，工程背景碩士畢業生起薪4萬5,000元以上，並以工作績效為導向，發放員工分紅及績效獎金，鼓勵年輕人踴躍加入，挑戰百萬以上年薪。 
鴻海指出，「鴻開新局 智造未來」因應人工智能時代新挑戰和新機遇，鴻海直面科技創新潮流，深度佈局「雲、移、物、大、智、網+機器人」，積極掌握工業互聯網商機，加速融入全球產業智能化趨勢。秉持「國際化、科技化、年輕化」的人才發展戰略，誠邀富有專業、熱情、膽識及責任心的新世代全球菁英人才加入鴻海，迎接未來，共展鴻圖。 
鴻海表示，鴻飛千里，海納百川。期待與您共赴AI時代之約，聯網於萬物，掘礦於數據，漫步於雲端，緊握工業互聯網產業DT（Data Tech）、AT（Analytic Tech）、PT（Platform Tech）、OT（Operation Tech）四大創富利器，以融合於8K+5G生態系統，應用在八大生活領域，實現「硬軟整合、實虛結合」，將鴻海發展為六流（訊流、金流、技術流，人流、過程流、物流）科技公司。 
鴻海擴大展開「AI人才招募計劃」，主要徵才對象為推動「工業互聯網」所需的專業領域優秀人才，整體招募類別延續集團近年發展策略方向，著重鎖定AI人工智能、大數據、物聯網、8K+5G、雲運算、移動終端、智能生活、機器人應用開發、自動化、電子商務、生醫科技等領域，特別是工業互聯網大數據相關領域的關鍵人才，因應集團對內對外AI大數據分析運用場域需求擴大，徵才人數不設限。 
鴻海重視年輕人才的「選育用留」和職涯發展，建立了完善的培育機制，讓年輕人才實踐「學以致用、用以致學」，做到工作中學習、學習後工作，並遴選潛能人才至海外進修、培訓，開拓其國際視野，培養成為跨領域的專業人才。 
鴻海指出，公司提供優渥的薪資待遇，新進工程背景大學畢業生起薪4萬元以上，工程背景碩士畢業生起薪4萬5,000元以上，並依分權分利經營原則，以工作績效為導向，發放員工分紅及績效獎金，鼓勵年輕人踴躍加入，挑戰百萬以上年薪。福利方面，鴻海提供員工全方位的健康照護，以及總值16萬元的生育、育兒津貼。","鴻海,互聯網,徵才",聯合新聞網,https://udn.com/news/story/7240/3680268
2月權證發行 陸股排第一,2019/3/6 14:34,股市,陸股近期呈現大漲，但在2月即被權證發行商看好，2月的權證發行排名即以元大滬深300正2（00637L）的88檔最多，累計前兩個月也共發行144檔。,"陸股權證前2月共發行144檔，提前反映近期大漲趨勢。 中新社 分享   facebook      
陸股近期呈現大漲，但在2月即被權證發行商看好，2月的權證發行排名即以元大滬深300正2（00637L）的88檔最多，累計前兩個月也共發行144檔。 
台灣證交所統計，2月發行權證標的前10檔及權證數量為：元大滬深300正2、台股指數86檔、大立光（3008）67檔、台積電（2330）61檔、聯發科（2454）45檔、國巨（2327）42檔、華新科（2492）40檔、上銀（2049）30檔、鴻海（2317）28檔、可成（2474）28檔及旺宏（2337）26檔。 
累計今（2019）年前兩個月累計發行權證檔數前10名標的為：台股指數、大立光、元大滬深300正2、台積電、國巨、聯發科、華新科、鴻海、可成及上銀。 
投顧人士表示，權證發行商挑選標的發行權證，往往成為市場風向球，通常會是有題材性且流通性夠大的個股，發行的認購與認售權證數量也透露對該股後市的看法，有時候也可做為投資人參考。 
依據證交所統計資料，2月份申請發行認購（售）權證檔數合計1597檔，發行權證檔數前10名的券商為：元大377檔、群益金鼎228檔、凱基214檔、元富143檔、永豐金120檔、國票76檔、中國信託75檔、兆豐70檔、國泰70檔、統一63檔、富邦63檔及華南永昌27檔。其中，國票證券發行權證標的有明顯增加現象。 
2月受託買賣權證成交金額的前10名證券商依序為：群益金鼎、元大、凱基、永豐金、康和、元富、富邦、統一、兆豐與華南永昌。其中，康和證券受託買賣權證成交金額有增加現象。",陸股,聯合新聞網,https://udn.com/news/story/7255/3680499
工業富聯看工業AI五要素 熄燈工廠目標無憂製造,2019/3/6 09:58,產經,鴻海旗下工業富聯副董事長李傑表示，工業大數據具有非常強的目的性，工業人工智慧有ABCDE5個關鍵要素，熄燈工廠真正目標是...,"鴻海旗下工業富聯副董事長李傑表示，工業大數據具有非常強的目的性，工業人工智慧有ABCDE5個關鍵要素，熄燈工廠真正目標是無憂製造。 
2019年台北國際工具機展持續登場，其中主要貴賓也在高峰論壇中從不同主題分析趨勢。 
中國媒體報導，李傑在5日主題為智慧聯網的高峰論壇中，分享工業人工智慧與工業互聯網的未來趨勢。李傑指出，互聯網大數據是從數據中找尋還未產生價值的東西，工業大數據是從痛點中找尋如何避免「痛」的東西。工業大數據有非常強的目的性。 
李傑認為，大數據是分析問題的一種視角和解決問題的一種手段，並利用數據去整合產業鏈和價值鏈。多模態融合的工業大數據分析工具，是價值萃取的關鍵，工業人工智慧是一種系統化的方法與規則，為工業應用提供解決方案。 
他指出，工業人工智慧的關鍵要素有ABCDE，即是分析技術（Analytics Technology）、大數據技術（Big Data Technology）、雲或網絡技術（Cloud orCyber Technology）、專業領域知識（DomainKnowledge）、以及證據（Evidence）。 
談到熄燈工廠，李傑認為，熄燈工廠真正的目標是無憂製造，是簡化工作流程、強化工作品質並優化決策，轉化成以數據為中心的管理。 
中國媒體指出，鴻海集團目前有超過6萬台的機器人，超過5000多種的測試設備，超過17萬台的模具加工設備，超過1600條的SMT生產線。 
根據鴻海公告，目前鴻海集團對工業富聯持股比重約84.8%。 
中國媒體日前報導，工業富聯宣布成立燈塔學院，培養工業大數據人才，燈塔學院將是工業互聯網人才培訓基地。報導並指出，李傑擔任燈塔學院院長一職。","大數據,鴻海,人工智慧",聯合新聞網,https://udn.com/news/story/7240/3680115
富比世富豪榜 郭台銘蟬聯台灣首富,2019/3/7 00:30,產經,富比世雜誌（Forbes）公布二○一九年全球億萬富豪榜，電商巨擘亞馬遜創辦人貝佐斯蟬聯世界首富寶座。而台灣總計有四十位身價估達十億美元的富人進榜，其中鴻海集團董事長郭台銘蟬聯台灣首富，新進榜的台灣富豪則有九位。," 圖／聯合報提供 分享   facebook     富比世雜誌（Forbes）公布二○一九年全球億萬富豪榜，電商巨擘亞馬遜創辦人貝佐斯蟬聯世界首富寶座。而台灣總計有四十位身價估達十億美元的富人進榜，其中鴻海集團董事長郭台銘蟬聯台灣首富，新進榜的台灣富豪則有九位。 
根據最新億萬富翁排行榜，今年有二一五三位身價超過十億美元的富豪上榜，比去年的二二○八位少，總資產也從九點一兆美元下滑至八點七兆美元，是二○一六年以來首見。台灣排名前五高的富豪身價與去年相比也縮水，主要是全球經濟受到貿易戰威脅，經濟與股市的動盪，導致全球富豪都受波及。 
鴻海董座郭台銘以六十三億美元蟬聯台灣首富，旺旺集團董事長蔡衍明仍以六十億美元緊追在後，之後為長春集團林書鴻、廣達林百里以及國巨陳泰銘。 
台灣這次首度進榜的九位富豪中，有三位是繼承而來，分別是聯邦集團創辦人林榮三的遺孀林張素娥、長春石化集團共同創辦人的兒子鄭正與女兒鄭信愛。奇美集團創辦人許文龍則是在二○○五年之後重回榜內。 
五十五歲的貝佐斯去年淨值逆勢暴增一百九十億美元，達到一千三百一十億美元，蟬聯世界首富。只是他最近剛宣布要離婚，按理他的前妻有權分到一大筆財產，因此貝佐斯的首富寶座可能隨時不保。 
至於亞洲首富為騰訊執行長馬化騰，以三百八十八億美元榮登世界第二十名。阿里巴巴集團創辦人馬雲則摔出全球前二十名。 
全球最年輕就身價十億美元以上的白手起家富豪也換人了，二十一歲的Kylie化妝品創辦人凱莉·詹娜（Kylie Jenner），打敗臉書創辦人祖克柏當年以二十三歲跨過的紀錄。就算依彭博資訊的計算方法，也認定詹娜的財富已有十點二億美元。祖克柏的身家這一年來蒸發了九十億美元，降至六百二十三億美元，由第五名退至第八名。 
","貝佐斯,祖克柏,郭台銘,首富,馬化騰",聯合新聞網,https://udn.com/news/story/7240/3681865
"蘋概三王領軍 台股以10,328點開出、上漲22點",2019/3/6 09:36,股市,"美股周二小跌作收，台股今（6）日止跌反彈，早盤以10,328.18點開出，上漲22.92點，蘋概三王帶領多頭反攻，股王...","美股周二小跌作收，台股今（6）日止跌反彈，早盤以10,328.18點開出，上漲22.92點，蘋概三王帶領多頭反攻，股王大立光（3008）領漲下，光學股也展現強勢，台積電、鴻海開高，早盤指數攻高到10,359.12點，上漲53.86點。 
三大法人昨日賣超88.14 億元，尤其是外資轉賣，單日賣超70.28 億元，美股周二則是小跌作收，美國政府正式公告，延長美中貿易停戰期，對2,000億美元中國產品所加徵的10%關稅稅率不會提高，也不會擴大加徵關稅的範圍，市場解讀美中貿易協議可望朝向樂觀發展，台股今日止跌反彈開高走高。 
台股早盤開高，大立光2月營收表現優於預期，3月將可望回溫，股價早盤開高，光學股玉晶光、亞光也是上漲攻勢。 
另外，台灣高鐵股價持續攻高，台企銀股價也大漲，面板股友達、群創同步上漲，觸控族群的TPK-KY走高，盤面上財報表現優的公司也呈現上漲，早盤開高震盪，預估今日量能約千億元，法人認為，外資動向仍要密切觀察。台股6日止跌反彈，早盤以10,328.18點開出，上漲22.92點。聯合報系資料照 分享   facebook","台股,美股,大立光",聯合新聞網,https://udn.com/news/story/7250/3680085
鴻海市值 重返兆元,2019/3/6 23:32,股市,鴻海（2317）集團旗下在上海A股掛牌的工業富聯（FII），昨（6）日股價飆漲8.2%，再創波段新高，累計今年以來漲幅逾四成，激勵GIS-KY、訊芯-KY、樺漢等鴻海軍普遍收紅，母公司鴻海市值也重返1兆元大關。,"鴻海（2317）集團旗下在上海A股掛牌的工業富聯（FII），昨（6）日股價飆漲8.2%，再創波段新高，累計今年以來漲幅逾四成，激勵GIS-KY、訊芯-KY、樺漢等鴻海軍普遍收紅，母公司鴻海市值也重返1兆元大關。 
受美中貿易戰、全球經濟成長趨緩及新款iPhone銷售欠佳等影響，去年鴻家軍業績及股價表現不佳，即使備受矚目的工業富聯6月在A股掛牌，不僅蜜月行情未如預期，後來還出現跌破發行價窘境。 
不過，隨美中貿易談判偏正面發展及股市反彈，鴻家軍股價相繼脫離谷底，而MSCI將工業富聯納入全球標準型指數的亞太區股票，激勵股價自2月起呈45度角走揚，昨日收盤創8月2日來新高，今年累計漲幅44%。 
在台股掛牌的鴻家軍受工業富聯強漲激勵，昨日包括鴻海、GIS-KY、訊芯-KY、樺漢、台揚、臻鼎-KY、群創、建漢等都同步收高，尤其鴻海回測月線有守，彈回72.5元作收，市值小增83億元，重登1兆元大關。 
法人表示，雖然鴻海董事長郭台銘1月再增持自家股票3,000張，連三月逢低進場宣示護盤信心，但金豬年開紅盤以來，外資買盤並未明顯回籠，進出方向不明確，加上市場普遍預期今年iPhone出貨恐下滑，鴻海能否克服這波景氣調整，仍待時間進一步驗證。經濟日報提供 分享   facebook","鴻海,A股",聯合新聞網,https://udn.com/news/story/7253/3681716
郭守正站台 鴻海集團Belkin旗艦店將進駐三創,2019/3/6 14:19,產經,鴻海集團旗下三創今（6）日發布預告，三創生活園區董事長郭守正將為鴻海集團旗下鴻騰精密科技（FIT）收購的Belkin系...,"鴻海集團旗下三創今（6）日發布預告，三創生活園區董事長郭守正將為鴻海集團旗下鴻騰精密科技（FIT）收購的Belkin系列Linksys及Wemo產品品牌首家旗艦店進駐三創活動站台。 
鴻騰精密科技是在2018年合併Belkin International，展現成為智慧生活串聯領導者之決心，並將訂於2019年3月13日，正式發表旗下Linksys智慧連線系統與Wemo居家智能兩大品牌與旗下主力商品。 
為讓消費者能立即體驗與選購Linksys及Wemo商品品牌首家旗艦店也將於同日在三創生活園區隆重揭幕，屆時郭守正、Belkin International亞太區總經理吳崢女士等預計將出席。","三創,鴻海,領導者",聯合新聞網,https://udn.com/news/story/7240/3680818
權值股維繫人氣台股收漲51.89點 三大法人買超13.47億,2019/3/6 15:53,股市,"台股今（6）日開高走高，在權值股及蘋概三王領軍上攻下，終場以10,357.15點作收，上漲51.89點，成交996.9...","台股今（6）日開高走高，在權值股及蘋概三王領軍上攻下，終場以10,357.15點作收，上漲51.89點，成交996.91億元；三大法人買超13.47億元，外資轉為買超。 
統計三大法人買賣超情況，外資及陸資（不含外資自營商）買超25.14億元，投信賣超4.83億元，自營商賣超（合計）6.83億元，其中自營商（自行買賣）賣超14.2億元，自營商（避險）買超7.36億元。 
台股今日止跌反彈，早盤以10,328.18點開出，一度衝達10,359.12點，盤面上由股王大立光(3008)領軍，光學股玉晶光等股呼應，台積電、鴻海也是上漲表現，加上聯發科等股助攻，指數開高走高，終場收在10,357.15點，漲幅0.5%，5日線得而復失。","自營商,外資",聯合新聞網,https://udn.com/news/story/7251/3681020
