TITLE,TIME,CATEGORY,DESCRIPTION,CONTENT,KEYWORDS,FROM,LINK
"台股守11,600點收跌32.93點 三大法人賣超27.11億",2019/12/10 15:17,股市,"台股今(10)日開低震盪，一度下探至11,607.26點，台積電(2330)、大立光、鴻海齊跌，和潤也收黑，玉晶光則是逆...","台股今(10)日開低震盪，一度下探至11,607.26點，台積電(2330)、大立光、鴻海齊跌，和潤也收黑，玉晶光則是逆勢上漲，在權值股走弱下，指數仍力守11,600點關卡，終場以11,627.84點作收，下跌32.93點，成交量1,033.11億元；三大法人賣超27.11億元。 
 
統計三大法人買賣超情況，外資及陸資（不含外資自營商）賣超27.32億元，投信賣超1.5億元，自營商買超（合計）1.7億元，其中自營商（自行買賣）買超2.09億元，自營商（避險）賣超0.38億元。 
 
台股今日以10,647.78點開出，蘋概三王走弱，大立光收在4,675元，下跌145元，跌幅3%，台積電收313.5元，下跌2.5元，跌幅0.79%，鴻海收90.3元，下跌0.7元，跌幅0.76%，大盤指數震盪，終場收跌0.28%，以11,627.84點作收。","自營商,台積電",聯合新聞網,https://udn.com/news/story/7251/4217543
玉晶光法說會將登場 法人關注三大焦點,2019/12/10 12:47,股市,玉晶光（3406）今（10）日下午將召開法說會，預期法人將聚焦蘋果訂單、資本支出、及多鏡頭趨勢等三大議題，雖然11月營收...,"玉晶光（3406）今（10）日下午將召開法說會，預期法人將聚焦蘋果訂單、資本支出、及多鏡頭趨勢等三大議題，雖然11月營收連兩個月下滑，但仍維持在高檔水準，激勵今日股價逆勢走高，股價站穩各均線之上，相較股王大立光的下跌表現強勢。 
 
玉晶光近期發行1萬張現增股，每股355元發行，合計募得35.5億元的資金，主要做為擴充產能之用，在資金募集完成後已開始投入中國廠產能擴充，新產能最快明年底開出，現增股將在明日上市。 
 
玉晶光11月合併營收11.86億元，月減19.2%，連兩個月下滑二成，為五個月來低點，年增64.68％，累計今年前11月合併營收109.12億元，年增48.95%，11月營收較前一個月衰退，主受客戶拉貨力道減緩的影響。 
 
玉晶光今年第3季稅後純益13.01億元，創下新高，季增4.96倍，年增3.77倍，每股純益12.9元；累計前三季稅後純益 15.24 億元，年增 2.12 倍，每股純益 15.13 元。 
 
法人預估，受到客戶拉貨動能趨緩的影響，玉晶光第4季營收恐將修正，今日下午將召開法說會，由董事長陳天慶主持，法人關注包括蘋果訂單、擴產及產業趨勢等，預期在蘋果計畫明年上半年推出低價版iPhone，將有助玉晶光明年首季的表現。 
 
玉晶光今日以439元下跌開出，盤中翻紅，一度拉升至449.5元，盤中維持漲勢，股價表現未受11月營收連兩個月減少的影響；但大立光則是開低走低，以4,775元開出，一度下滑至4,670元，盤中跌幅3.11%。","玉晶光,營收",聯合新聞網,https://udn.com/news/story/7251/4217120
台股小漲 記憶體族群強勢,2019/12/11 10:39,股市,台股今天盤中小漲，蘋果概念股三王小幅開高，但面臨外資由買轉賣壓力，股價在平盤附近震盪，盤面焦點以台積電概念股、光通訊、記...,"台股今天盤中小漲，蘋果概念股三王小幅開高，但面臨外資由買轉賣壓力，股價在平盤附近震盪，盤面焦點以台積電概念股、光通訊、記憶體族群表現較強勢。 
至10時15分左右，台股加權指數來到11650.86點，上漲23.02點，漲幅0.2%，成交值新台幣477.29億元，預估量能約1200億元。電子股漲0.34%，金融股漲0.1%。 
蘋概股指標的台積電昨天外資由買轉賣，今天股價小幅開高，盤中上漲0.32%，來到314.5元；鴻海股價11月寫下波段高點後，持續高檔震盪，外資加碼力道強勁，今天早盤上漲0.55%，來到90.8元。 
股王大立光本週股價創波段新高後，外資昨天由買轉賣，投信也轉為賣超，今天股價開高走低下跌0.11%，來到4670元，在5日線之下整理。二線光學鏡頭廠玉晶光漲0.77%，來到456元；今國光漲0.18%，來到28.15元。 
台積電概念股帆宣跳空開高，盤中高點77.7元距離前高78元不遠，成交張數超過7700張。昨天外資和自營商都站在買方的精測早盤表現亮眼，盤中高點1025元，漲幅3.43%，是去年3月中旬以來高點。 
華冠投顧分析師范振鴻說，大盤目前仍在10日線之上，需要擴量攻擊才能站回前波高點11678點，否則仍有震盪可能。類股方面，光通訊族群今天開盤表現較強勢，須留意部分個股第3季財報較差，漲勢可能偏向短線。記憶體族群的旺宏、華邦電今天盤中上漲，反映明年第1季將淡季不淡。","台積電,外資",聯合新聞網,https://udn.com/news/story/7251/4219141
十大營收成長股 外資力挺又買進,2019/12/10 19:01,股市,上市櫃公司11月營收出爐。受到拉貨力道減弱，多數公司較10月表現下滑，但以單月營收和累計營收均比去年同期增長，相關「雙成...,"上市櫃公司11月營收出爐。受到拉貨力道減弱，多數公司較10月表現下滑，但以單月營收和累計營收均比去年同期增長，相關「雙成長」股仍吸引買盤進駐，鴻海（2317）、世芯等更獲外資大買，扮演領漲台股的衝鋒指標。 
 
鴻海、亞泥、台積電、京元電、華通、玉晶光、世芯、台達電、智邦及大立光，為11月、累計營收雙成長、而且外資看好又力挺的「十大外資青睞成長股」。 
 
綜觀權值股和中型股比例超過一半，凸顯上個月多數公司動能雖放緩，但中大型企業表現在水準之上，台股後市續「漲」機率高。 
 
近期外資買超最積極的潛力成長股，是代工大廠鴻海、累積買逾3.1萬張。到11月止，鴻海營收已連十個月創高，累積前11月為4.8兆元。 
 
近五年鴻海12月營收多有衝高慣性，去、前年更連續達6,000億元，?豐、摩根大通等外資認為，iPhone助攻鴻海營收連旺下，今年12月也向上可期。以本月有望達6,000億元、年營收可望挑戰5兆元，而明年第1季受惠iPhone SE2拉貨，鴻海淡季也不像往年明顯。 
 
外資圈給鴻海最高的目標價，是花旗環球喊120元，?豐等三家也喊逾100元。相較下，傳產股的亞泥雖不是追蹤熱點，但股價低基期、水泥報價漲，仍有?豐等外資認同，目標價53元。 
 
台積電認同度堪稱權值股中最高，超過十家外資都喊進，最高的花旗已喊上375元。以台積電第4季營收展望最佳將季增9%，外資估實績有機會「超標」；因為7奈米全力衝刺，明年上半年也不看淡。 
 
台積電動能之一，是大陸半導體國產化，京元電也是概念股。繼里昂證券將京元電目標價提高到44元，麥格理最新報告也調到44元，對國產化和5G挹注京元電的表現，今、明年每股純益（EPS）預估2.4元、3.4元。 
 
5G概念股的華通，以里昂喊目標價60元為指標，前三季華通EPS已勝過去年，前11月營收也超越去年。由於5G手機帶動HDI板需求，華通今、明、後年獲利估有22%的複合成長率，外資看好評價拉高到15倍。註：11月及累計營收年成長。資料來源：CMoney 分享   facebook","營收,外資,鴻海",聯合新聞網,https://udn.com/news/story/7251/4218173
台指期 外資減碼多單,2019/12/10 22:44,股市,"股期雙市昨（10）日震盪收黑，指數齊步守穩11,600點；分析師表示，現階段期現貨轉為逆價差，外資淨多單減少8,497口至4.3萬口，展望盤勢因美中第一階段協議不確定性依舊，加上台指期基期偏高，短線上檔空間將相對壓抑。","股期雙市昨（10）日震盪收黑，指數齊步守穩11,600點；分析師表示，現階段期現貨轉為逆價差，外資淨多單減少8,497口至4.3萬口，展望盤勢因美中第一階段協議不確定性依舊，加上台指期基期偏高，短線上檔空間將相對壓抑。 
現貨與期貨行情走勢方面，美股周一觀望即將到來的美中貿易協議，終場四大指數收黑，跌幅在0.3%~0.5%附近，台指期夜盤也下跌0.27%作收。 
台指期昨早盤開盤後多方一度企圖上攻，在11,650點附近震盪整理，然而盤面上雖有塑化、金融族群走高，但台積電、鴻海、大立光等權值股普遍震盪走低，使台指期11,650點確定失守後，持續朝11,600點關卡回測。 
所幸下午1時過後陸續有買盤回補，推升台指期收斂跌幅，終場加權指數跌32點至11,627點。 
期貨表現上，台指期昨天拉回整理，由於電子回檔，傳產與金融族群表現平平，終場期指跌46點至11,625點。 
價差方面，台指期轉為逆價差2.84點，電子期正價差擴至0.24點，金融期轉為逆價差0.02點。 
永豐期貨表示，就籌碼面分析，現貨部分三大法人賣超27.11億元；在台指期淨部位方面，三大法人淨多單減少5,943口至23,789口，其中，外資多單減碼且空單加碼，淨多單減少8,497口至43,270口。 
至於十大交易人中特定法人，全月台指期淨多單則是減少6,830口至22,921口。 
永豐期貨指出，強勢的電子股稍作歇息，資金流入金融、塑化等傳產類股，整體台股多方結構未變，但須注意昨天外資台指期淨多單大減8,497口，買賣權淨口數也增加5,942口，若外資後續仍持續大幅減碼多單操作，則須謹慎應對。 
群益期貨表示，外資期現貨同步作空，稍稍了結多單部位，自營商選擇權中性偏多，且避險的期貨空單部位幾乎快平掉了，整體籌碼仍中性偏多格局。大家都在等待美中協議，可能暫時不會有明顯的方向走勢。 
期貨分析師認為，整體而言，台指期在周一創下新高後，昨天拉回整理，期現貨轉為逆價差；展望盤勢，因美中第一階段協議不確定性依舊，加上台指期基期偏高，短線上檔空間將相對壓抑。","台指期,期貨",聯合新聞網,https://udn.com/news/story/7255/4218380
11月營收創新高法人愛 搶先卡位這五檔,2019/12/10 18:50,股市,台股11月營收公告中，統計至12月10日下午6時，有44家公司11月營收創下新高，法人看好營收創高，且技術面位在多方疆域...,"台股11月營收公告中，統計至12月10日下午6時，有44家公司11月營收創下新高，法人看好營收創高，且技術面位在多方疆域的公司，有機會領軍下一波的行情走勢，統計營收創新高，股價位在月季線之上的公司達28家，三大法人12月來搶先卡位的公司包括台積電(2330)、力成、崇越、漢唐、大立光等5檔，合計買超逾千張以上。 
 
根據CMoney資料統計，11月營收創新高公司中，累計前11月營收年增率超過15%的有16家，包括夆典、永昕、中美實、瑞基、倉和、亞航、鉅明、其陽、海銳、統新、友通、華擎、鑫聯大投控、富邦媒、閎康、茂生農經、新日興、大立光、大學光、信大、得力、捷迅、中租-KY。 
 
如果以單月營收創新高、再加上股價站在月線及季線之上來篩選，則有28家公司，包括台積電、力成、崇越、漢唐、大立光、華擎、智伸科、晶碩、和泰車、眾達-KY、統新、寶齡富錦、鑫聯大投控、西勝、瑞基、友通、富邦媒、中美實、永昕、格威傳媒、金可-KY、捷迅、海悅、信大、五鼎、倉和、大學光、勤誠等。 
 
財經專家Wen姐表示，在指數創高後，選股難度大增，不過基本面、技術面與籌碼面三者交集，仍是王道；以11月營收創新高個股來看，其中如果獲得法人青睞，且技術面在多方疆域者，可優先列入觀察標的，等待切入機會。 
 
群益馬拉松基金經理人沈萬鈞指出，由於全球主要央行採取降息或寬鬆貨幣政策以刺激經濟表現，隨著政策效應逐步顯現，加上領頭羊美國的經濟仍維持穩健，短時間全球經濟要陷入衰退的可能性相當低。 
 
沈萬鈞表示，以台股基本面來看，在美中貿易戰轉單、旺季出貨效應持續發酵下，出口及消費應仍穩健有撐，且台灣科技廠在當前全球幾大科技創新趨勢中都佔有一席之地，在諸多條件支持下，對台股後續表現仍正面看待。 
 
沈萬鈞說，在投資布局方面，科技股仍是接下來的投資主軸，最值得關注的產業包括半導體、物聯網和雲端產業、5G基地台與通訊設備，及AI人工智慧。 分享   facebook","營收,台積電,富邦媒",聯合新聞網,https://udn.com/news/story/7251/4218143
台指期 短線高檔震盪,2019/12/11 22:54,股市,"股期雙市昨（11）日震盪收紅，指數齊步力守攻克11,700點關卡。分析師表示，現階段期現貨轉為正價差，外資淨多單增加6,091口至4.9萬口，展望盤勢，近期美中貿易戰訊息紛雜，期指可能偏向高檔震盪，操作時仍需留意下檔風險。","股期雙市昨（11）日震盪收紅，指數齊步力守攻克11,700點關卡。分析師表示，現階段期現貨轉為正價差，外資淨多單增加6,091口至4.9萬口，展望盤勢，近期美中貿易戰訊息紛雜，期指可能偏向高檔震盪，操作時仍需留意下檔風險。 
現貨與期貨行情走勢方面，《華爾街日報》引述消息人士報導，美中貿易談判代表正在為推遲下一輪新關稅做準備，美國農業部長亦表示川普並不想對中國加徵新關稅，貿易利多消息激勵美股周二早盤走揚。但白宮經濟顧問庫德洛證實，關稅仍在談判桌上，還沒有最終決定。美股三大指數周二在多空消息交錯下震盪收黑，費半指數微幅收紅。 
台股昨天則是開高走高，收在最高點10,700點，創台股29年九個月來新高。觀察權值股昨日表現，台積電（2330）受惠7奈米需求超乎預期，11營收再寫歷史新高，推升股價再攻新高，尾盤爆出近萬張大量，終場收在最高319元，再寫歷史新高，而鴻海、大立光同樣力守盤上。 
期貨表現上，台指期昨天早盤一度回測11,600點；不過之後買盤逐步湧入蘋概權值台積電、鴻海，及金融雙雄國泰金、富邦金等，期指震盪走高，終場上漲82點收11,706點作收，成交口數為9.2萬口。價差方面，台指期轉為正價差5.23點，電子期轉為逆價差0.13點，金融期逆價差擴至0.52點。 
永豐期貨表示，就籌碼面分析，現貨部分，三大法人買超48億元；在台指期淨部位方面，三大法人淨多單增加6,272口至30,061口，其中，外資多單加碼且空單減碼，淨多單增加6,091口至49,361口。 
至於十大交易人中的特定法人，全月的台指期淨多單，則是增加60口至22,981口。 
永豐期貨指出，本周市場仍在觀望美國聯準會會議結果，以及15日是否再新課關稅，加上愈來愈接近明年1月的總統大選，盤面觀望氣氛濃厚，短期或將持續整理。","台指期,期貨,關稅",聯合新聞網,https://udn.com/news/story/7255/4220676
十檔雙成長股 外資青睞,2019/12/11 00:54,股市,上市櫃公司11月營收出爐。受拉貨力道減弱，多數公司較10月表現下滑，但以單月營收和累計營收均比去年同期增長，相關「雙成長」股仍吸引買盤進駐，鴻海（2317）、世芯等更獲外資大買，扮演領漲台股的衝鋒指標。,"上市櫃公司11月營收出爐。受拉貨力道減弱，多數公司較10月表現下滑，但以單月營收和累計營收均比去年同期增長，相關「雙成長」股仍吸引買盤進駐，鴻海（2317）、世芯等更獲外資大買，扮演領漲台股的衝鋒指標。 
鴻海、亞泥、台積電、京元電、華通、玉晶光、世芯、台達電、智邦及大立光，為11月、累計營收雙成長、而且外資看好又力挺的「十大外資青睞成長股」。 
經濟日報提供 分享   facebook     近期外資買超最積極的潛力成長股，是代工大廠鴻海、累積買逾3.1萬張。到11月止，鴻海營收已連十個月創高，累積前11月為4.8兆元。 
近五年鴻海12月營收多有衝高慣性，去、前年更連續達6,000億元，?豐、摩根大通等外資認為，iPhone助攻鴻海營收連旺下，今年12月也向上可期。以本月有望達6,000億元、年營收可望挑戰5兆元，而明年第1季受惠iPhone SE2拉貨，鴻海淡季也不像往年明顯。 
外資圈給鴻海最高的目標價，是花旗環球喊120元，?豐等三家也喊逾100元。 
相較之下，傳產股的亞泥雖不是追蹤熱點，但股價低基期、水泥報價漲，仍有?豐等外資認同，目標價53元。 
台積電認同度堪稱權值股中最高，超過十家外資都喊進，最高的花旗已喊上375元。以台積電第4季營收展望最佳將季增9%，外資估實績有機會「超標」；因為7奈米全力衝刺，明年上半年也不看淡。 
5G概念股的華通，以里昂喊目標價60元為指標，前三季華通EPS已勝過去年，前11月營收也超越去年。由於5G手機帶動HDI板需求，華通今、明、後年獲利估有22%的複合成長率，外資看好評價拉高到15倍。","營收,外資,鴻海",聯合新聞網,https://udn.com/news/story/7251/4218549
期貨商論壇／選擇權 操作賣權,2019/12/11 22:54,股市,"國際股市持續受到美中貿易協定的多空氛圍影響，美股仍然持續震盪中，美股方面的動態可說懸而未決，股市起伏則是隨波逐流般的起落，星期二歐股原本先跌，但在美股開盤之後，因有消息指出15日暫不課徵3,000億美元關稅，美股也因此受激勵而上漲。","國際股市持續受到美中貿易協定的多空氛圍影響，美股仍然持續震盪中，美股方面的動態可說懸而未決，股市起伏則是隨波逐流般的起落，星期二歐股原本先跌，但在美股開盤之後，因有消息指出15日暫不課徵3,000億美元關稅，美股也因此受激勵而上漲。 
目前關注焦點，主要會以今（12）日凌晨3時的美國聯準會（Fed）公布利率決策會議內容為主軸，目前市場雖然預期不會降息，但市場還是要關注Fed主席鮑爾的談話。 
現在的台指以主要的電子權值股來輪流帶頭衝，台積電（2330）、鴻海、大立光都在輪流帶頭上攻，昨日台積電更挾帶業績創新高的題材，刺激大盤的信心，投資可以多多留意各項題材。 
拉抬權值股的其實不只外資，台股目前在全世界股市也算是強勢的另一個原因，就是因為2020年1月總統大選的選舉因素，政府基金會為了維穩因素而護盤，相對安定。 
群益期貨分析師容逸燊表示，既然股市以高檔震盪，賣權的未平倉稍強於買權，建議選擇權以收權利金的方式，擺出賣權多頭價差，賣出11,600點的賣權，買進11,500點的賣權，漲的時候有機會坐收權利金，跌的時候也能避險。（群益期貨提供）","美股,台積電,權值股",聯合新聞網,https://udn.com/news/story/7255/4220680
台股創29年半高點收漲72.93點 三大法人買超48.75億元,2019/12/11 15:07,股市,台股今（11）日開高走高收在最高點，權王台積電（2330）再飆上歷史新高價，蘋概三王齊漲，加上大型權值股助陣，終場以11...,"台股11日開高走高收在最高點，終場以11,700.77點作收，創29年半以來新高。台股示意圖。 本報資料照片 分享   facebook      
台股今（11）日開高走高收在最高點，權王台積電（2330）再飆上歷史新高價，蘋概三王齊漲，加上大型權值股助陣，終場以11,700.77點作收，創29年半以來新高，上漲72.93點，成交量1,243.19億元；三大法人買超48.75億元。 
 
統計三大法人買賣超情況，外資及陸資（不含外資自營商）買超40.54億元，投信買超4.78億元，自營商買超（合計）3.42億元，其中自營商（自行買賣）買超2.8億元，自營商（避險）買超0.62億元。 
 
台股今日以11,635.07點開出，早盤一度小翻黑至11,622.58點，台積電開高走高，收在319元，市值及股價雙創新高，大立光收4,680元，鴻海收91.3元，另外，聯發科、被動元件股等也是上漲表現，大盤指數站上11,700點，以11,700.77點作收，漲幅0.63%。","自營商,台積電,台股,三大法人",聯合新聞網,https://udn.com/news/story/7251/4219886
